"PathwayID","GeneID","Symbol","Description"
"hsa00860","79799","UGT2A3","Porphyrin metabolism - Homo sapiens (human)"
"hsa00860","94033","FTMT","Porphyrin metabolism - Homo sapiens (human)"
"hsa00860","9843","HEPH","Porphyrin metabolism - Homo sapiens (human)"
"hsa00900","100529261","CHURC1-FNTB","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","10269","ZMPSTE24","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","10654","PMVK","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","116150","NUS1","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","2224","FDPS","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","2339","FNTA","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","2342","FNTB","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","23463","ICMT","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","23590","PDSS1","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","3156","HMGCR","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","3157","HMGCS1","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","3158","HMGCS2","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","3422","IDI1","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","38","ACAT1","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","39","ACAT2","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","4597","MVD","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","4598","MVK","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","51449","PCYOX1","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","57107","PDSS2","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","79947","DHDDS","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","91734","IDI2","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","9453","GGPS1","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00900","9986","RCE1","Terpenoid backbone biosynthesis - Homo sapiens (human)"
"hsa00910","11238","CA5B","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","1373","CPS1","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","23632","CA14","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","2746","GLUD1","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","2747","GLUD2","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","2752","GLUL","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","377677","CA13","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","759","CA1","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","760","CA2","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","761","CA3","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","762","CA4","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","763","CA5A","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","765","CA6","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","766","CA7","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","767","CA8","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","768","CA9","Nitrogen metabolism - Homo sapiens (human)"
"hsa00910","771","CA12","Nitrogen metabolism - Homo sapiens (human)"
"hsa00920","10380","BPNT1","Sulfur metabolism - Homo sapiens (human)"
"hsa00920","23474","ETHE1","Sulfur metabolism - Homo sapiens (human)"
"hsa00920","4357","MPST","Sulfur metabolism - Homo sapiens (human)"
"hsa00920","54928","BPNT2","Sulfur metabolism - Homo sapiens (human)"
"hsa00920","58472","SQOR","Sulfur metabolism - Homo sapiens (human)"
"hsa00920","6821","SUOX","Sulfur metabolism - Homo sapiens (human)"
"hsa00920","7263","TST","Sulfur metabolism - Homo sapiens (human)"
"hsa00920","8991","SELENBP1","Sulfur metabolism - Homo sapiens (human)"
"hsa00920","9060","PAPSS2","Sulfur metabolism - Homo sapiens (human)"
"hsa00920","9061","PAPSS1","Sulfur metabolism - Homo sapiens (human)"
"hsa00970","10056","FARSB","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","10352","WARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","10667","FARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","118672","PSTK","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","123263","MTFMT","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","123283","TARS3","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","124454","EARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","16","AARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","1615","DARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","2058","EPRS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","2193","FARSA","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","23395","LARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","23438","HARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","25973","PARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","2617","GARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","283459","GATC","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","3035","HARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","3376","IARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","3735","KARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4141","MARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4511","TRNC","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4553","TRNA","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4555","TRND","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4556","TRNE","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4558","TRNF","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4563","TRNG","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4564","TRNH","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4565","TRNI","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4566","TRNK","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4567","TRNL1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4568","TRNL2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4569","TRNM","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4570","TRNN","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4571","TRNP","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4572","TRNQ","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4573","TRNR","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4574","TRNS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4575","TRNS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4576","TRNT","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4577","TRNV","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4578","TRNW","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4579","TRNY","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","4677","NARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","51067","YARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","51091","SEPSECS","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","51520","LARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","5188","GATB","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","54938","SARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","55157","DARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","55278","QRSL1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","55699","IARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","57038","RARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","57176","VARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","57505","AARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","5859","QARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","5917","RARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","6301","SARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","6897","TARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","7407","VARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","7453","WARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","79587","CARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","79731","NARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","80222","TARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","833","CARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","8565","YARS1","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00970","92935","MARS2","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"hsa00980","10720","UGT2B11","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","107987478","LOC107987478","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","107987479","LOC107987479","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","10941","UGT2A1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","119391","GSTO2","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","124","ADH1A","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","125","ADH1B","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","126","ADH1C","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","127","ADH4","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","128","ADH5","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","130","ADH6","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","131","ADH7","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1543","CYP1A1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1544","CYP1A2","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1545","CYP1B1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1548","CYP2A6","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1549","CYP2A7","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1553","CYP2A13","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1555","CYP2B6","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1559","CYP2C9","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1564","CYP2D7","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1565","CYP2D6","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1571","CYP2E1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1572","CYP2F1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1576","CYP3A4","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1577","CYP3A5","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","1645","AKR1C1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2052","EPHX1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","218","ALDH3A1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","221","ALDH3B1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","221357","GSTA5","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","222","ALDH3B2","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","22977","AKR7A3","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","246181","AKR7L","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","25774","GSTT4","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","27294","DHDH","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","27306","HPGDS","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2938","GSTA1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2939","GSTA2","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2940","GSTA3","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2941","GSTA4","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2944","GSTM1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2946","GSTM2","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2947","GSTM3","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2948","GSTM4","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2949","GSTM5","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2950","GSTP1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2952","GSTT1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","2953","GSTT2","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","29785","CYP2S1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","3290","HSD11B1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","373156","GSTK1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","374875","HSD11B1L","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","4257","MGST1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","4258","MGST2","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","4259","MGST3","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","54490","UGT2B28","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","54575","UGT1A10","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","54576","UGT1A8","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","54577","UGT1A7","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","54578","UGT1A6","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","54579","UGT1A5","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","54600","UGT1A9","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","54657","UGT1A4","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","54658","UGT1A1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","54659","UGT1A3","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","574537","UGT2A2","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","653689","GSTT2B","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","6822","SULT2A1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","7363","UGT2B4","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","7364","UGT2B7","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","7365","UGT2B10","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","7366","UGT2B15","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","7367","UGT2B17","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","79799","UGT2A3","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","8574","AKR7A2","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","873","CBR1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","874","CBR3","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00980","9446","GSTO1","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"hsa00982","10720","UGT2B11","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","107987478","LOC107987478","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","107987479","LOC107987479","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","10941","UGT2A1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","119391","GSTO2","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","124","ADH1A","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","125","ADH1B","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","126","ADH1C","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","127","ADH4","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","128","ADH5","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","130","ADH6","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","131","ADH7","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","1544","CYP1A2","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","1548","CYP2A6","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","1549","CYP2A7","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","1555","CYP2B6","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","1557","CYP2C19","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","1558","CYP2C8","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","1559","CYP2C9","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","1564","CYP2D7","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","1565","CYP2D6","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","1571","CYP2E1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","1576","CYP3A4","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","1577","CYP3A5","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","218","ALDH3A1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","221","ALDH3B1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","221357","GSTA5","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","222","ALDH3B2","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2326","FMO1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2327","FMO2","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2328","FMO3","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2329","FMO4","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2330","FMO5","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","25774","GSTT4","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","27306","HPGDS","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2938","GSTA1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2939","GSTA2","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2940","GSTA3","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2941","GSTA4","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2944","GSTM1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2946","GSTM2","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2947","GSTM3","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2948","GSTM4","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2949","GSTM5","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2950","GSTP1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2952","GSTT1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","2953","GSTT2","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","316","AOX1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","373156","GSTK1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","4128","MAOA","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","4129","MAOB","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","4257","MGST1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","4258","MGST2","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","4259","MGST3","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","54490","UGT2B28","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","54575","UGT1A10","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","54576","UGT1A8","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","54577","UGT1A7","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","54578","UGT1A6","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","54579","UGT1A5","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","54600","UGT1A9","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","54657","UGT1A4","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","54658","UGT1A1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","54659","UGT1A3","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","574537","UGT2A2","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","653689","GSTT2B","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","7363","UGT2B4","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","7364","UGT2B7","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","7365","UGT2B10","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","7366","UGT2B15","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","7367","UGT2B17","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","79799","UGT2A3","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00982","9446","GSTO1","Drug metabolism - cytochrome P450 - Homo sapiens (human)"
"hsa00983","10","NAT2","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","10201","NME6","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","1066","CES1","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","10720","UGT2B11","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","10941","UGT2A1","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","119391","GSTO2","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","151531","UPP2","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","1548","CYP2A6","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","1549","CYP2A7","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","1571","CYP2E1","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","1576","CYP3A4","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","1806","DPYD","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","1807","DPYS","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","1854","DUT","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","1890","TYMP","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","221357","GSTA5","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","25774","GSTT4","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2938","GSTA1","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2939","GSTA2","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2940","GSTA3","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2941","GSTA4","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2944","GSTM1","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2946","GSTM2","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2947","GSTM3","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2948","GSTM4","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2949","GSTM5","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2950","GSTP1","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2952","GSTT1","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2953","GSTT2","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","2990","GUSB","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","29922","NME7","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","3251","HPRT1","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","3614","IMPDH1","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","3615","IMPDH2","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","3704","ITPA","Drug metabolism - other enzymes - Homo sapiens (human)"
"hsa00983","4257","MGST1","Drug metabolism - other enzymes - Homo sapiens (human)"
